,ano,uf,genero,mes,numero
1149,2017,Sergipe,Masculino,Outubro,0
1150,2017,Sergipe,Masculino,Novembro,0
1151,2017,Sergipe,Masculino,Dezembro,3
1152,2017,Bahia,Masculino,Janeiro,4
1153,2017,Bahia,Masculino,Fevereiro,6
1154,2017,Bahia,Masculino,Março,8
1155,2017,Bahia,Masculino,Abril,6
1156,2017,Bahia,Masculino,Maio,7
1157,2017,Bahia,Masculino,Junho,1
1158,2017,Bahia,Masculino,Julho,4
1159,2017,Bahia,Masculino,Agosto,3
1160,2017,Bahia,Masculino,Setembro,4
1161,2017,Bahia,Masculino,Outubro,3
1162,2017,Bahia,Masculino,Novembro,7
1163,2017,Bahia,Masculino,Dezembro,6
1164,2017,Minas Gerais,Masculino,Janeiro,17
1165,2017,Minas Gerais,Masculino,Fevereiro,17
1166,2017,Minas Gerais,Masculino,Março,19
1167,2017,Minas Gerais,Masculino,Abril,9
1168,2017,Minas Gerais,Masculino,Maio,13
1169,2017,Minas Gerais,Masculino,Junho,13
1170,2017,Minas Gerais,Masculino,Julho,21
1171,2017,Minas Gerais,Masculino,Agosto,9
1172,2017,Minas Gerais,Masculino,Setembro,13
1173,2017,Minas Gerais,Masculino,Outubro,23
1174,2017,Minas Gerais,Masculino,Novembro,22
1175,2017,Minas Gerais,Masculino,Dezembro,21
1176,2017,Espírito Santo,Masculino,Janeiro,2
1177,2017,Espírito Santo,Masculino,Fevereiro,4
1178,2017,Espírito Santo,Masculino,Março,0
1179,2017,Espírito Santo,Masculino,Abril,1
1180,2017,Espírito Santo,Masculino,Maio,5
1181,2017,Espírito Santo,Masculino,Junho,4
1182,2017,Espírito Santo,Masculino,Julho,2
1183,2017,Espírito Santo,Masculino,Agosto,2
1184,2017,Espírito Santo,Masculino,Setembro,7
1185,2017,Espírito Santo,Masculino,Outubro,1
1186,2017,Espírito Santo,Masculino,Novembro,3
1187,2017,Espírito Santo,Masculino,Dezembro,4
1188,2017,Rio de Janeiro,Masculino,Janeiro,18
1189,2017,Rio de Janeiro,Masculino,Fevereiro,14
1190,2017,Rio de Janeiro,Masculino,Março,16
1191,2017,Rio de Janeiro,Masculino,Abril,10
1192,2017,Rio de Janeiro,Masculino,Maio,23
1193,2017,Rio de Janeiro,Masculino,Junho,17
1194,2017,Rio de Janeiro,Masculino,Julho,11
1195,2017,Rio de Janeiro,Masculino,Agosto,11
1196,2017,Rio de Janeiro,Masculino,Setembro,22
1197,2017,Rio de Janeiro,Masculino,Outubro,21
1198,2017,Rio de Janeiro,Masculino,Novembro,21
1199,2017,Rio de Janeiro,Masculino,Dezembro,25
1200,2017,São Paulo,Masculino,Janeiro,78
1201,2017,São Paulo,Masculino,Fevereiro,53
1202,2017,São Paulo,Masculino,Março,79
1203,2017,São Paulo,Masculino,Abril,69
1204,2017,São Paulo,Masculino,Maio,73
1205,2017,São Paulo,Masculino,Junho,86
1206,2017,São Paulo,Masculino,Julho,91
1207,2017,São Paulo,Masculino,Agosto,77
1208,2017,São Paulo,Masculino,Setembro,100
1209,2017,São Paulo,Masculino,Outubro,98
1210,2017,São Paulo,Masculino,Novembro,113
1211,2017,São Paulo,Masculino,Dezembro,85
1212,2017,Paraná,Masculino,Janeiro,8
1213,2017,Paraná,Masculino,Fevereiro,14
1214,2017,Paraná,Masculino,Março,10
1215,2017,Paraná,Masculino,Abril,8
1216,2017,Paraná,Masculino,Maio,7
1217,2017,Paraná,Masculino,Junho,6
1218,2017,Paraná,Masculino,Julho,10
1219,2017,Paraná,Masculino,Agosto,11
1220,2017,Paraná,Masculino,Setembro,4
1221,2017,Paraná,Masculino,Outubro,7
1222,2017,Paraná,Masculino,Novembro,10
1223,2017,Paraná,Masculino,Dezembro,14
1224,2017,Santa Catarina,Masculino,Janeiro,17
1225,2017,Santa Catarina,Masculino,Fevereiro,9
1226,2017,Santa Catarina,Masculino,Março,16
1227,2017,Santa Catarina,Masculino,Abril,10
1228,2017,Santa Catarina,Masculino,Maio,22
1229,2017,Santa Catarina,Masculino,Junho,15
1230,2017,Santa Catarina,Masculino,Julho,18
1231,2017,Santa Catarina,Masculino,Agosto,10
1232,2017,Santa Catarina,Masculino,Setembro,31
1233,2017,Santa Catarina,Masculino,Outubro,18
1234,2017,Santa Catarina,Masculino,Novembro,24
1235,2017,Santa Catarina,Masculino,Dezembro,25
1236,2017,Rio Grande do Sul,Masculino,Janeiro,7
1237,2017,Rio Grande do Sul,Masculino,Fevereiro,7
1238,2017,Rio Grande do Sul,Masculino,Março,10
1239,2017,Rio Grande do Sul,Masculino,Abril,13
1240,2017,Rio Grande do Sul,Masculino,Maio,8
1241,2017,Rio Grande do Sul,Masculino,Junho,12
1242,2017,Rio Grande do Sul,Masculino,Julho,6
1243,2017,Rio Grande do Sul,Masculino,Agosto,3
1244,2017,Rio Grande do Sul,Masculino,Setembro,13
1245,2017,Rio Grande do Sul,Masculino,Outubro,11
1246,2017,Rio Grande do Sul,Masculino,Novembro,17
1247,2017,Rio Grande do Sul,Masculino,Dezembro,14
1248,2017,Mato Grosso do Sul,Masculino,Janeiro,3
1249,2017,Mato Grosso do Sul,Masculino,Fevereiro,5
1250,2017,Mato Grosso do Sul,Masculino,Março,1
1251,2017,Mato Grosso do Sul,Masculino,Abril,7
1252,2017,Mato Grosso do Sul,Masculino,Maio,3
1253,2017,Mato Grosso do Sul,Masculino,Junho,4
1254,2017,Mato Grosso do Sul,Masculino,Julho,5
1255,2017,Mato Grosso do Sul,Masculino,Agosto,5
1256,2017,Mato Grosso do Sul,Masculino,Setembro,3
1257,2017,Mato Grosso do Sul,Masculino,Outubro,2
1258,2017,Mato Grosso do Sul,Masculino,Novembro,3
1259,2017,Mato Grosso do Sul,Masculino,Dezembro,3
1260,2017,Mato Grosso,Masculino,Janeiro,0
1261,2017,Mato Grosso,Masculino,Fevereiro,1
1262,2017,Mato Grosso,Masculino,Março,0
1263,2017,Mato Grosso,Masculino,Abril,0
1264,2017,Mato Grosso,Masculino,Maio,2
1265,2017,Mato Grosso,Masculino,Junho,0
1266,2017,Mato Grosso,Masculino,Julho,1
1267,2017,Mato Grosso,Masculino,Agosto,0
1268,2017,Mato Grosso,Masculino,Setembro,1
1269,2017,Mato Grosso,Masculino,Outubro,6
1270,2017,Mato Grosso,Masculino,Novembro,3
1271,2017,Mato Grosso,Masculino,Dezembro,1
1272,2017,Goiás,Masculino,Janeiro,5
1273,2017,Goiás,Masculino,Fevereiro,6
1274,2017,Goiás,Masculino,Março,7
1275,2017,Goiás,Masculino,Abril,6
1276,2017,Goiás,Masculino,Maio,8
1277,2017,Goiás,Masculino,Junho,4
1278,2017,Goiás,Masculino,Julho,4
1279,2017,Goiás,Masculino,Agosto,5
1280,2017,Goiás,Masculino,Setembro,9
1281,2017,Goiás,Masculino,Outubro,8
1282,2017,Goiás,Masculino,Novembro,5
1283,2017,Goiás,Masculino,Dezembro,7
1284,2017,Distrito Federal,Masculino,Janeiro,2
1285,2017,Distrito Federal,Masculino,Fevereiro,8
1286,2017,Distrito Federal,Masculino,Março,7
1287,2017,Distrito Federal,Masculino,Abril,8
1288,2017,Distrito Federal,Masculino,Maio,9
1289,2017,Distrito Federal,Masculino,Junho,8
1290,2017,Distrito Federal,Masculino,Julho,6
1291,2017,Distrito Federal,Masculino,Agosto,5
1292,2017,Distrito Federal,Masculino,Setembro,12
1293,2017,Distrito Federal,Masculino,Outubro,13
1294,2017,Distrito Federal,Masculino,Novembro,6
1295,2017,Distrito Federal,Masculino,Dezembro,5
1296,2018,Rondônia,Masculino,Janeiro,1
1297,2018,Rondônia,Masculino,Fevereiro,0
1298,2018,Rondônia,Masculino,Março,0
1299,2018,Rondônia,Masculino,Abril,1
1300,2018,Rondônia,Masculino,Maio,0
1301,2018,Rondônia,Masculino,Junho,0
1302,2018,Rondônia,Masculino,Julho,1
1303,2018,Rondônia,Masculino,Agosto,1
1304,2018,Rondônia,Masculino,Setembro,0
1305,2018,Rondônia,Masculino,Outubro,2
1306,2018,Rondônia,Masculino,Novembro,0
1307,2018,Rondônia,Masculino,Dezembro,0
1308,2018,Acre,Masculino,Janeiro,0
1309,2018,Acre,Masculino,Fevereiro,1
1310,2018,Acre,Masculino,Março,0
1311,2018,Acre,Masculino,Abril,0
1312,2018,Acre,Masculino,Maio,0
1313,2018,Acre,Masculino,Junho,0
1314,2018,Acre,Masculino,Julho,0
1315,2018,Acre,Masculino,Agosto,0
1316,2018,Acre,Masculino,Setembro,1
1317,2018,Acre,Masculino,Outubro,0
1318,2018,Acre,Masculino,Novembro,1
1319,2018,Acre,Masculino,Dezembro,3
1320,2018,Amazonas,Masculino,Janeiro,1
1321,2018,Amazonas,Masculino,Fevereiro,0
1322,2018,Amazonas,Masculino,Março,2
1323,2018,Amazonas,Masculino,Abril,0
1324,2018,Amazonas,Masculino,Maio,2
1325,2018,Amazonas,Masculino,Junho,2
1326,2018,Amazonas,Masculino,Julho,0
1327,2018,Amazonas,Masculino,Agosto,0
1328,2018,Amazonas,Masculino,Setembro,0
1329,2018,Amazonas,Masculino,Outubro,2
1330,2018,Amazonas,Masculino,Novembro,4
1331,2018,Amazonas,Masculino,Dezembro,5
1332,2018,Roraima,Masculino,Janeiro,0
1333,2018,Roraima,Masculino,Fevereiro,0
1334,2018,Roraima,Masculino,Março,0
1335,2018,Roraima,Masculino,Abril,0
1336,2018,Roraima,Masculino,Maio,0
1337,2018,Roraima,Masculino,Junho,0
1338,2018,Roraima,Masculino,Julho,0
1339,2018,Roraima,Masculino,Agosto,0
1340,2018,Roraima,Masculino,Setembro,1
1341,2018,Roraima,Masculino,Outubro,0
1342,2018,Roraima,Masculino,Novembro,0
1343,2018,Roraima,Masculino,Dezembro,0
1344,2018,Pará,Masculino,Janeiro,2
1345,2018,Pará,Masculino,Fevereiro,1
1346,2018,Pará,Masculino,Março,3
1347,2018,Pará,Masculino,Abril,0
1348,2018,Pará,Masculino,Maio,2
1349,2018,Pará,Masculino,Junho,1
1350,2018,Pará,Masculino,Julho,9
1351,2018,Pará,Masculino,Agosto,3
1352,2018,Pará,Masculino,Setembro,6
1353,2018,Pará,Masculino,Outubro,7
1354,2018,Pará,Masculino,Novembro,16
1355,2018,Pará,Masculino,Dezembro,39
1356,2018,Amapá,Masculino,Janeiro,0
1357,2018,Amapá,Masculino,Fevereiro,0
1358,2018,Amapá,Masculino,Março,0
1359,2018,Amapá,Masculino,Abril,0
1360,2018,Amapá,Masculino,Maio,0
1361,2018,Amapá,Masculino,Junho,0
1362,2018,Amapá,Masculino,Julho,0
1363,2018,Amapá,Masculino,Agosto,0
1364,2018,Amapá,Masculino,Setembro,0
1365,2018,Amapá,Masculino,Outubro,0
1366,2018,Amapá,Masculino,Novembro,1
1367,2018,Amapá,Masculino,Dezembro,0
1368,2018,Tocantins,Masculino,Janeiro,0
1369,2018,Tocantins,Masculino,Fevereiro,1
1370,2018,Tocantins,Masculino,Março,0
1371,2018,Tocantins,Masculino,Abril,0
1372,2018,Tocantins,Masculino,Maio,0
1373,2018,Tocantins,Masculino,Junho,4
1374,2018,Tocantins,Masculino,Julho,0
1375,2018,Tocantins,Masculino,Agosto,0
1376,2018,Tocantins,Masculino,Setembro,0
1377,2018,Tocantins,Masculino,Outubro,0
1378,2018,Tocantins,Masculino,Novembro,1
1379,2018,Tocantins,Masculino,Dezembro,1
1380,2018,Maranhão,Masculino,Janeiro,2
1381,2018,Maranhão,Masculino,Fevereiro,1
1382,2018,Maranhão,Masculino,Março,1
1383,2018,Maranhão,Masculino,Abril,0
1384,2018,Maranhão,Masculino,Maio,1
1385,2018,Maranhão,Masculino,Junho,0
1386,2018,Maranhão,Masculino,Julho,0
1387,2018,Maranhão,Masculino,Agosto,0
1388,2018,Maranhão,Masculino,Setembro,0
1389,2018,Maranhão,Masculino,Outubro,3
1390,2018,Maranhão,Masculino,Novembro,1
1391,2018,Maranhão,Masculino,Dezembro,3
1392,2018,Piauí,Masculino,Janeiro,1
1393,2018,Piauí,Masculino,Fevereiro,0
1394,2018,Piauí,Masculino,Março,2
1395,2018,Piauí,Masculino,Abril,1
1396,2018,Piauí,Masculino,Maio,0
1397,2018,Piauí,Masculino,Junho,0
1398,2018,Piauí,Masculino,Julho,0
1399,2018,Piauí,Masculino,Agosto,0
1400,2018,Piauí,Masculino,Setembro,2
1401,2018,Piauí,Masculino,Outubro,1
1402,2018,Piauí,Masculino,Novembro,1
1403,2018,Piauí,Masculino,Dezembro,9
1404,2018,Ceará,Masculino,Janeiro,8
1405,2018,Ceará,Masculino,Fevereiro,8
1406,2018,Ceará,Masculino,Março,5
1407,2018,Ceará,Masculino,Abril,2
1408,2018,Ceará,Masculino,Maio,4
1409,2018,Ceará,Masculino,Junho,5
1410,2018,Ceará,Masculino,Julho,6
1411,2018,Ceará,Masculino,Agosto,8
1412,2018,Ceará,Masculino,Setembro,10
1413,2018,Ceará,Masculino,Outubro,11
1414,2018,Ceará,Masculino,Novembro,16
1415,2018,Ceará,Masculino,Dezembro,35
1416,2018,Rio Grande do Norte,Masculino,Janeiro,0
1417,2018,Rio Grande do Norte,Masculino,Fevereiro,2
1418,2018,Rio Grande do Norte,Masculino,Março,1
1419,2018,Rio Grande do Norte,Masculino,Abril,1
1420,2018,Rio Grande do Norte,Masculino,Maio,3
1421,2018,Rio Grande do Norte,Masculino,Junho,2
1422,2018,Rio Grande do Norte,Masculino,Julho,2
1423,2018,Rio Grande do Norte,Masculino,Agosto,4
1424,2018,Rio Grande do Norte,Masculino,Setembro,3
1425,2018,Rio Grande do Norte,Masculino,Outubro,2
1426,2018,Rio Grande do Norte,Masculino,Novembro,6
1427,2018,Rio Grande do Norte,Masculino,Dezembro,19
1428,2018,Paraíba,Masculino,Janeiro,1
1429,2018,Paraíba,Masculino,Fevereiro,3
1430,2018,Paraíba,Masculino,Março,3
1431,2018,Paraíba,Masculino,Abril,2
1432,2018,Paraíba,Masculino,Maio,1
1433,2018,Paraíba,Masculino,Junho,2
1434,2018,Paraíba,Masculino,Julho,4
1435,2018,Paraíba,Masculino,Agosto,1
1436,2018,Paraíba,Masculino,Setembro,1
1437,2018,Paraíba,Masculino,Outubro,2
1438,2018,Paraíba,Masculino,Novembro,7
1439,2018,Paraíba,Masculino,Dezembro,14
1440,2018,Pernambuco,Masculino,Janeiro,6
1441,2018,Pernambuco,Masculino,Fevereiro,5
1442,2018,Pernambuco,Masculino,Março,8
1443,2018,Pernambuco,Masculino,Abril,7
1444,2018,Pernambuco,Masculino,Maio,2
1445,2018,Pernambuco,Masculino,Junho,6
1446,2018,Pernambuco,Masculino,Julho,6
1447,2018,Pernambuco,Masculino,Agosto,5
1448,2018,Pernambuco,Masculino,Setembro,9
1449,2018,Pernambuco,Masculino,Outubro,11
1450,2018,Pernambuco,Masculino,Novembro,13
1451,2018,Pernambuco,Masculino,Dezembro,53
1452,2018,Alagoas,Masculino,Janeiro,1
1453,2018,Alagoas,Masculino,Fevereiro,1
1454,2018,Alagoas,Masculino,Março,2
1455,2018,Alagoas,Masculino,Abril,3
1456,2018,Alagoas,Masculino,Maio,1
1457,2018,Alagoas,Masculino,Junho,2
1458,2018,Alagoas,Masculino,Julho,2
1459,2018,Alagoas,Masculino,Agosto,2
1460,2018,Alagoas,Masculino,Setembro,1
1461,2018,Alagoas,Masculino,Outubro,1
1462,2018,Alagoas,Masculino,Novembro,5
1463,2018,Alagoas,Masculino,Dezembro,18
1464,2018,Sergipe,Masculino,Janeiro,0
1465,2018,Sergipe,Masculino,Fevereiro,2
1466,2018,Sergipe,Masculino,Março,0
1467,2018,Sergipe,Masculino,Abril,0
1468,2018,Sergipe,Masculino,Maio,2
1469,2018,Sergipe,Masculino,Junho,1
1470,2018,Sergipe,Masculino,Julho,1
1471,2018,Sergipe,Masculino,Agosto,1
1472,2018,Sergipe,Masculino,Setembro,0
1473,2018,Sergipe,Masculino,Outubro,2
1474,2018,Sergipe,Masculino,Novembro,3
1475,2018,Sergipe,Masculino,Dezembro,8
1476,2018,Bahia,Masculino,Janeiro,3
1477,2018,Bahia,Masculino,Fevereiro,9
1478,2018,Bahia,Masculino,Março,10
1479,2018,Bahia,Masculino,Abril,8
1480,2018,Bahia,Masculino,Maio,5
1481,2018,Bahia,Masculino,Junho,15
1482,2018,Bahia,Masculino,Julho,7
1483,2018,Bahia,Masculino,Agosto,11
1484,2018,Bahia,Masculino,Setembro,8
1485,2018,Bahia,Masculino,Outubro,5
1486,2018,Bahia,Masculino,Novembro,14
1487,2018,Bahia,Masculino,Dezembro,23
1488,2018,Minas Gerais,Masculino,Janeiro,11
1489,2018,Minas Gerais,Masculino,Fevereiro,21
1490,2018,Minas Gerais,Masculino,Março,26
1491,2018,Minas Gerais,Masculino,Abril,17
1492,2018,Minas Gerais,Masculino,Maio,22
1493,2018,Minas Gerais,Masculino,Junho,16
1494,2018,Minas Gerais,Masculino,Julho,20
1495,2018,Minas Gerais,Masculino,Agosto,19
1496,2018,Minas Gerais,Masculino,Setembro,32
1497,2018,Minas Gerais,Masculino,Outubro,22
1498,2018,Minas Gerais,Masculino,Novembro,23
1499,2018,Minas Gerais,Masculino,Dezembro,96
1500,2018,Espírito Santo,Masculino,Janeiro,2
1501,2018,Espírito Santo,Masculino,Fevereiro,7
1502,2018,Espírito Santo,Masculino,Março,3
1503,2018,Espírito Santo,Masculino,Abril,2
1504,2018,Espírito Santo,Masculino,Maio,6
1505,2018,Espírito Santo,Masculino,Junho,2
1506,2018,Espírito Santo,Masculino,Julho,4
1507,2018,Espírito Santo,Masculino,Agosto,6
1508,2018,Espírito Santo,Masculino,Setembro,4
1509,2018,Espírito Santo,Masculino,Outubro,4
1510,2018,Espírito Santo,Masculino,Novembro,11
1511,2018,Espírito Santo,Masculino,Dezembro,15
1512,2018,Rio de Janeiro,Masculino,Janeiro,20
1513,2018,Rio de Janeiro,Masculino,Fevereiro,27
1514,2018,Rio de Janeiro,Masculino,Março,21
1515,2018,Rio de Janeiro,Masculino,Abril,17
1516,2018,Rio de Janeiro,Masculino,Maio,22
1517,2018,Rio de Janeiro,Masculino,Junho,20
1518,2018,Rio de Janeiro,Masculino,Julho,26
1519,2018,Rio de Janeiro,Masculino,Agosto,24
1520,2018,Rio de Janeiro,Masculino,Setembro,20
1521,2018,Rio de Janeiro,Masculino,Outubro,32
1522,2018,Rio de Janeiro,Masculino,Novembro,28
1523,2018,Rio de Janeiro,Masculino,Dezembro,60
1524,2018,São Paulo,Masculino,Janeiro,96
1525,2018,São Paulo,Masculino,Fevereiro,91
1526,2018,São Paulo,Masculino,Março,101
1527,2018,São Paulo,Masculino,Abril,78
1528,2018,São Paulo,Masculino,Maio,94
1529,2018,São Paulo,Masculino,Junho,113
1530,2018,São Paulo,Masculino,Julho,96
1531,2018,São Paulo,Masculino,Agosto,65
1532,2018,São Paulo,Masculino,Setembro,102
1533,2018,São Paulo,Masculino,Outubro,111
1534,2018,São Paulo,Masculino,Novembro,167
1535,2018,São Paulo,Masculino,Dezembro,541
1536,2018,Paraná,Masculino,Janeiro,7
1537,2018,Paraná,Masculino,Fevereiro,6
1538,2018,Paraná,Masculino,Março,13
1539,2018,Paraná,Masculino,Abril,11
1540,2018,Paraná,Masculino,Maio,11
1541,2018,Paraná,Masculino,Junho,10
1542,2018,Paraná,Masculino,Julho,11
1543,2018,Paraná,Masculino,Agosto,14
1544,2018,Paraná,Masculino,Setembro,16
1545,2018,Paraná,Masculino,Outubro,4
1546,2018,Paraná,Masculino,Novembro,17
1547,2018,Paraná,Masculino,Dezembro,55
1548,2018,Santa Catarina,Masculino,Janeiro,9
1549,2018,Santa Catarina,Masculino,Fevereiro,14
1550,2018,Santa Catarina,Masculino,Março,19
1551,2018,Santa Catarina,Masculino,Abril,15
1552,2018,Santa Catarina,Masculino,Maio,17
1553,2018,Santa Catarina,Masculino,Junho,17
1554,2018,Santa Catarina,Masculino,Julho,21
1555,2018,Santa Catarina,Masculino,Agosto,18
1556,2018,Santa Catarina,Masculino,Setembro,16
1557,2018,Santa Catarina,Masculino,Outubro,18
1558,2018,Santa Catarina,Masculino,Novembro,22
1559,2018,Santa Catarina,Masculino,Dezembro,43
1560,2018,Rio Grande do Sul,Masculino,Janeiro,11
1561,2018,Rio Grande do Sul,Masculino,Fevereiro,8
1562,2018,Rio Grande do Sul,Masculino,Março,10
1563,2018,Rio Grande do Sul,Masculino,Abril,6
1564,2018,Rio Grande do Sul,Masculino,Maio,13
1565,2018,Rio Grande do Sul,Masculino,Junho,10
1566,2018,Rio Grande do Sul,Masculino,Julho,13
1567,2018,Rio Grande do Sul,Masculino,Agosto,15
1568,2018,Rio Grande do Sul,Masculino,Setembro,13
1569,2018,Rio Grande do Sul,Masculino,Outubro,3
1570,2018,Rio Grande do Sul,Masculino,Novembro,20
1571,2018,Rio Grande do Sul,Masculino,Dezembro,89
1572,2018,Mato Grosso do Sul,Masculino,Janeiro,1
1573,2018,Mato Grosso do Sul,Masculino,Fevereiro,2
1574,2018,Mato Grosso do Sul,Masculino,Março,3
1575,2018,Mato Grosso do Sul,Masculino,Abril,7
1576,2018,Mato Grosso do Sul,Masculino,Maio,5
1577,2018,Mato Grosso do Sul,Masculino,Junho,4
1578,2018,Mato Grosso do Sul,Masculino,Julho,1
1579,2018,Mato Grosso do Sul,Masculino,Agosto,5
1580,2018,Mato Grosso do Sul,Masculino,Setembro,3
1581,2018,Mato Grosso do Sul,Masculino,Outubro,7
1582,2018,Mato Grosso do Sul,Masculino,Novembro,10
1583,2018,Mato Grosso do Sul,Masculino,Dezembro,8
1584,2018,Mato Grosso,Masculino,Janeiro,1
1585,2018,Mato Grosso,Masculino,Fevereiro,2
1586,2018,Mato Grosso,Masculino,Março,0
1587,2018,Mato Grosso,Masculino,Abril,2
1588,2018,Mato Grosso,Masculino,Maio,0
1589,2018,Mato Grosso,Masculino,Junho,0
1590,2018,Mato Grosso,Masculino,Julho,1
1591,2018,Mato Grosso,Masculino,Agosto,1
1592,2018,Mato Grosso,Masculino,Setembro,2
1593,2018,Mato Grosso,Masculino,Outubro,3
1594,2018,Mato Grosso,Masculino,Novembro,0
1595,2018,Mato Grosso,Masculino,Dezembro,3
1596,2018,Goiás,Masculino,Janeiro,5
1597,2018,Goiás,Masculino,Fevereiro,9
1598,2018,Goiás,Masculino,Março,15
1599,2018,Goiás,Masculino,Abril,12
1600,2018,Goiás,Masculino,Maio,5
1601,2018,Goiás,Masculino,Junho,9
1602,2018,Goiás,Masculino,Julho,8
1603,2018,Goiás,Masculino,Agosto,6
1604,2018,Goiás,Masculino,Setembro,10
1605,2018,Goiás,Masculino,Outubro,3
1606,2018,Goiás,Masculino,Novembro,11
1607,2018,Goiás,Masculino,Dezembro,9
1608,2018,Distrito Federal,Masculino,Janeiro,6
1609,2018,Distrito Federal,Masculino,Fevereiro,5
1610,2018,Distrito Federal,Masculino,Março,10
1611,2018,Distrito Federal,Masculino,Abril,9
1612,2018,Distrito Federal,Masculino,Maio,10
1613,2018,Distrito Federal,Masculino,Junho,8
1614,2018,Distrito Federal,Masculino,Julho,7
1615,2018,Distrito Federal,Masculino,Agosto,13
1616,2018,Distrito Federal,Masculino,Setembro,8
1617,2018,Distrito Federal,Masculino,Outubro,9
1618,2018,Distrito Federal,Masculino,Novembro,10
1619,2018,Distrito Federal,Masculino,Dezembro,43
1620,2020,Rondônia,Masculino,Janeiro,0
1621,2020,Rondônia,Masculino,Fevereiro,2
1622,2020,Rondônia,Masculino,Março,0
1623,2020,Rondônia,Masculino,Abril,1
1624,2020,Rondônia,Masculino,Maio,0
1625,2020,Rondônia,Masculino,Junho,0
1626,2020,Rondônia,Masculino,Julho,2
1627,2020,Rondônia,Masculino,Agosto,1
1628,2020,Rondônia,Masculino,Setembro,1
1629,2020,Rondônia,Masculino,Outubro,2
1630,2020,Rondônia,Masculino,Novembro,1
1631,2020,Rondônia,Masculino,Dezembro,1
1632,2020,Acre,Masculino,Janeiro,0
1633,2020,Acre,Masculino,Fevereiro,0
1634,2020,Acre,Masculino,Março,0
1635,2020,Acre,Masculino,Abril,0
1636,2020,Acre,Masculino,Maio,0
1637,2020,Acre,Masculino,Junho,0
1638,2020,Acre,Masculino,Julho,0
1639,2020,Acre,Masculino,Agosto,0
1640,2020,Acre,Masculino,Setembro,0
1641,2020,Acre,Masculino,Outubro,1
1642,2020,Acre,Masculino,Novembro,1
1643,2020,Acre,Masculino,Dezembro,0
1644,2020,Amazonas,Masculino,Janeiro,1
1645,2020,Amazonas,Masculino,Fevereiro,2
1646,2020,Amazonas,Masculino,Março,6
1647,2020,Amazonas,Masculino,Abril,0
1648,2020,Amazonas,Masculino,Maio,1
1649,2020,Amazonas,Masculino,Junho,0
1650,2020,Amazonas,Masculino,Julho,1
1651,2020,Amazonas,Masculino,Agosto,1
1652,2020,Amazonas,Masculino,Setembro,0
1653,2020,Amazonas,Masculino,Outubro,3
1654,2020,Amazonas,Masculino,Novembro,3
1655,2020,Amazonas,Masculino,Dezembro,6
1656,2020,Roraima,Masculino,Janeiro,1
1657,2020,Roraima,Masculino,Fevereiro,0
1658,2020,Roraima,Masculino,Março,1
1659,2020,Roraima,Masculino,Abril,0
1660,2020,Roraima,Masculino,Maio,0
1661,2020,Roraima,Masculino,Junho,2
1662,2020,Roraima,Masculino,Julho,0
1663,2020,Roraima,Masculino,Agosto,0
1664,2020,Roraima,Masculino,Setembro,0
1665,2020,Roraima,Masculino,Outubro,0
1666,2020,Roraima,Masculino,Novembro,1
1667,2020,Roraima,Masculino,Dezembro,0
1668,2020,Pará,Masculino,Janeiro,1
1669,2020,Pará,Masculino,Fevereiro,5
1670,2020,Pará,Masculino,Março,1
1671,2020,Pará,Masculino,Abril,0
1672,2020,Pará,Masculino,Maio,0
1673,2020,Pará,Masculino,Junho,1
1674,2020,Pará,Masculino,Julho,2
1675,2020,Pará,Masculino,Agosto,5
1676,2020,Pará,Masculino,Setembro,3
1677,2020,Pará,Masculino,Outubro,5
1678,2020,Pará,Masculino,Novembro,1
1679,2020,Pará,Masculino,Dezembro,4
1680,2020,Amapá,Masculino,Janeiro,0
1681,2020,Amapá,Masculino,Fevereiro,1
1682,2020,Amapá,Masculino,Março,2
1683,2020,Amapá,Masculino,Abril,0
1684,2020,Amapá,Masculino,Maio,0
1685,2020,Amapá,Masculino,Junho,0
1686,2020,Amapá,Masculino,Julho,0
1687,2020,Amapá,Masculino,Agosto,0
1688,2020,Amapá,Masculino,Setembro,0
1689,2020,Amapá,Masculino,Outubro,0
1690,2020,Amapá,Masculino,Novembro,0
1691,2020,Amapá,Masculino,Dezembro,0
1692,2020,Tocantins,Masculino,Janeiro,0
1693,2020,Tocantins,Masculino,Fevereiro,1
1694,2020,Tocantins,Masculino,Março,0
1695,2020,Tocantins,Masculino,Abril,0
1696,2020,Tocantins,Masculino,Maio,1
1697,2020,Tocantins,Masculino,Junho,0
1698,2020,Tocantins,Masculino,Julho,0
1699,2020,Tocantins,Masculino,Agosto,1
1700,2020,Tocantins,Masculino,Setembro,2
1701,2020,Tocantins,Masculino,Outubro,3
1702,2020,Tocantins,Masculino,Novembro,0
1703,2020,Tocantins,Masculino,Dezembro,0
1704,2020,Maranhão,Masculino,Janeiro,3
1705,2020,Maranhão,Masculino,Fevereiro,2
1706,2020,Maranhão,Masculino,Março,3
1707,2020,Maranhão,Masculino,Abril,2
1708,2020,Maranhão,Masculino,Maio,2
1709,2020,Maranhão,Masculino,Junho,1
1710,2020,Maranhão,Masculino,Julho,1
1711,2020,Maranhão,Masculino,Agosto,1
1712,2020,Maranhão,Masculino,Setembro,2
1713,2020,Maranhão,Masculino,Outubro,2
1714,2020,Maranhão,Masculino,Novembro,0
1715,2020,Maranhão,Masculino,Dezembro,2
1716,2020,Piauí,Masculino,Janeiro,1
