,ano,uf,genero,mes,numero,numero_mes,data
1207,2017,São Paulo,Masculino,Agosto,77,08,2017-08-01
1208,2017,São Paulo,Masculino,Setembro,100,09,2017-09-01
1209,2017,São Paulo,Masculino,Outubro,98,10,2017-10-01
1210,2017,São Paulo,Masculino,Novembro,113,11,2017-11-01
1211,2017,São Paulo,Masculino,Dezembro,85,12,2017-12-01
1212,2017,Paraná,Masculino,Janeiro,8,01,2017-01-01
1213,2017,Paraná,Masculino,Fevereiro,14,02,2017-02-01
1214,2017,Paraná,Masculino,Março,10,03,2017-03-01
1215,2017,Paraná,Masculino,Abril,8,04,2017-04-01
1216,2017,Paraná,Masculino,Maio,7,05,2017-05-01
1217,2017,Paraná,Masculino,Junho,6,06,2017-06-01
1218,2017,Paraná,Masculino,Julho,10,07,2017-07-01
1219,2017,Paraná,Masculino,Agosto,11,08,2017-08-01
1220,2017,Paraná,Masculino,Setembro,4,09,2017-09-01
1221,2017,Paraná,Masculino,Outubro,7,10,2017-10-01
1222,2017,Paraná,Masculino,Novembro,10,11,2017-11-01
1223,2017,Paraná,Masculino,Dezembro,14,12,2017-12-01
1224,2017,Santa Catarina,Masculino,Janeiro,17,01,2017-01-01
1225,2017,Santa Catarina,Masculino,Fevereiro,9,02,2017-02-01
1226,2017,Santa Catarina,Masculino,Março,16,03,2017-03-01
1227,2017,Santa Catarina,Masculino,Abril,10,04,2017-04-01
1228,2017,Santa Catarina,Masculino,Maio,22,05,2017-05-01
1229,2017,Santa Catarina,Masculino,Junho,15,06,2017-06-01
1230,2017,Santa Catarina,Masculino,Julho,18,07,2017-07-01
1231,2017,Santa Catarina,Masculino,Agosto,10,08,2017-08-01
1232,2017,Santa Catarina,Masculino,Setembro,31,09,2017-09-01
1233,2017,Santa Catarina,Masculino,Outubro,18,10,2017-10-01
1234,2017,Santa Catarina,Masculino,Novembro,24,11,2017-11-01
1235,2017,Santa Catarina,Masculino,Dezembro,25,12,2017-12-01
1236,2017,Rio Grande do Sul,Masculino,Janeiro,7,01,2017-01-01
1237,2017,Rio Grande do Sul,Masculino,Fevereiro,7,02,2017-02-01
1238,2017,Rio Grande do Sul,Masculino,Março,10,03,2017-03-01
1239,2017,Rio Grande do Sul,Masculino,Abril,13,04,2017-04-01
1240,2017,Rio Grande do Sul,Masculino,Maio,8,05,2017-05-01
1241,2017,Rio Grande do Sul,Masculino,Junho,12,06,2017-06-01
1242,2017,Rio Grande do Sul,Masculino,Julho,6,07,2017-07-01
1243,2017,Rio Grande do Sul,Masculino,Agosto,3,08,2017-08-01
1244,2017,Rio Grande do Sul,Masculino,Setembro,13,09,2017-09-01
1245,2017,Rio Grande do Sul,Masculino,Outubro,11,10,2017-10-01
1246,2017,Rio Grande do Sul,Masculino,Novembro,17,11,2017-11-01
1247,2017,Rio Grande do Sul,Masculino,Dezembro,14,12,2017-12-01
1248,2017,Mato Grosso do Sul,Masculino,Janeiro,3,01,2017-01-01
1249,2017,Mato Grosso do Sul,Masculino,Fevereiro,5,02,2017-02-01
1250,2017,Mato Grosso do Sul,Masculino,Março,1,03,2017-03-01
1251,2017,Mato Grosso do Sul,Masculino,Abril,7,04,2017-04-01
1252,2017,Mato Grosso do Sul,Masculino,Maio,3,05,2017-05-01
1253,2017,Mato Grosso do Sul,Masculino,Junho,4,06,2017-06-01
1254,2017,Mato Grosso do Sul,Masculino,Julho,5,07,2017-07-01
1255,2017,Mato Grosso do Sul,Masculino,Agosto,5,08,2017-08-01
1256,2017,Mato Grosso do Sul,Masculino,Setembro,3,09,2017-09-01
1257,2017,Mato Grosso do Sul,Masculino,Outubro,2,10,2017-10-01
1258,2017,Mato Grosso do Sul,Masculino,Novembro,3,11,2017-11-01
1259,2017,Mato Grosso do Sul,Masculino,Dezembro,3,12,2017-12-01
1260,2017,Mato Grosso,Masculino,Janeiro,0,01,2017-01-01
1261,2017,Mato Grosso,Masculino,Fevereiro,1,02,2017-02-01
1262,2017,Mato Grosso,Masculino,Março,0,03,2017-03-01
1263,2017,Mato Grosso,Masculino,Abril,0,04,2017-04-01
1264,2017,Mato Grosso,Masculino,Maio,2,05,2017-05-01
1265,2017,Mato Grosso,Masculino,Junho,0,06,2017-06-01
1266,2017,Mato Grosso,Masculino,Julho,1,07,2017-07-01
1267,2017,Mato Grosso,Masculino,Agosto,0,08,2017-08-01
1268,2017,Mato Grosso,Masculino,Setembro,1,09,2017-09-01
1269,2017,Mato Grosso,Masculino,Outubro,6,10,2017-10-01
1270,2017,Mato Grosso,Masculino,Novembro,3,11,2017-11-01
1271,2017,Mato Grosso,Masculino,Dezembro,1,12,2017-12-01
1272,2017,Goiás,Masculino,Janeiro,5,01,2017-01-01
1273,2017,Goiás,Masculino,Fevereiro,6,02,2017-02-01
1274,2017,Goiás,Masculino,Março,7,03,2017-03-01
1275,2017,Goiás,Masculino,Abril,6,04,2017-04-01
1276,2017,Goiás,Masculino,Maio,8,05,2017-05-01
1277,2017,Goiás,Masculino,Junho,4,06,2017-06-01
1278,2017,Goiás,Masculino,Julho,4,07,2017-07-01
1279,2017,Goiás,Masculino,Agosto,5,08,2017-08-01
1280,2017,Goiás,Masculino,Setembro,9,09,2017-09-01
1281,2017,Goiás,Masculino,Outubro,8,10,2017-10-01
1282,2017,Goiás,Masculino,Novembro,5,11,2017-11-01
1283,2017,Goiás,Masculino,Dezembro,7,12,2017-12-01
1284,2017,Distrito Federal,Masculino,Janeiro,2,01,2017-01-01
1285,2017,Distrito Federal,Masculino,Fevereiro,8,02,2017-02-01
1286,2017,Distrito Federal,Masculino,Março,7,03,2017-03-01
1287,2017,Distrito Federal,Masculino,Abril,8,04,2017-04-01
1288,2017,Distrito Federal,Masculino,Maio,9,05,2017-05-01
1289,2017,Distrito Federal,Masculino,Junho,8,06,2017-06-01
1290,2017,Distrito Federal,Masculino,Julho,6,07,2017-07-01
1291,2017,Distrito Federal,Masculino,Agosto,5,08,2017-08-01
1292,2017,Distrito Federal,Masculino,Setembro,12,09,2017-09-01
1293,2017,Distrito Federal,Masculino,Outubro,13,10,2017-10-01
1294,2017,Distrito Federal,Masculino,Novembro,6,11,2017-11-01
1295,2017,Distrito Federal,Masculino,Dezembro,5,12,2017-12-01
1296,2018,Rondônia,Masculino,Janeiro,1,01,2018-01-01
1297,2018,Rondônia,Masculino,Fevereiro,0,02,2018-02-01
1298,2018,Rondônia,Masculino,Março,0,03,2018-03-01
1299,2018,Rondônia,Masculino,Abril,1,04,2018-04-01
1300,2018,Rondônia,Masculino,Maio,0,05,2018-05-01
1301,2018,Rondônia,Masculino,Junho,0,06,2018-06-01
1302,2018,Rondônia,Masculino,Julho,1,07,2018-07-01
1303,2018,Rondônia,Masculino,Agosto,1,08,2018-08-01
1304,2018,Rondônia,Masculino,Setembro,0,09,2018-09-01
1305,2018,Rondônia,Masculino,Outubro,2,10,2018-10-01
1306,2018,Rondônia,Masculino,Novembro,0,11,2018-11-01
1307,2018,Rondônia,Masculino,Dezembro,0,12,2018-12-01
1308,2018,Acre,Masculino,Janeiro,0,01,2018-01-01
1309,2018,Acre,Masculino,Fevereiro,1,02,2018-02-01
1310,2018,Acre,Masculino,Março,0,03,2018-03-01
1311,2018,Acre,Masculino,Abril,0,04,2018-04-01
1312,2018,Acre,Masculino,Maio,0,05,2018-05-01
1313,2018,Acre,Masculino,Junho,0,06,2018-06-01
1314,2018,Acre,Masculino,Julho,0,07,2018-07-01
1315,2018,Acre,Masculino,Agosto,0,08,2018-08-01
1316,2018,Acre,Masculino,Setembro,1,09,2018-09-01
1317,2018,Acre,Masculino,Outubro,0,10,2018-10-01
1318,2018,Acre,Masculino,Novembro,1,11,2018-11-01
1319,2018,Acre,Masculino,Dezembro,3,12,2018-12-01
1320,2018,Amazonas,Masculino,Janeiro,1,01,2018-01-01
1321,2018,Amazonas,Masculino,Fevereiro,0,02,2018-02-01
1322,2018,Amazonas,Masculino,Março,2,03,2018-03-01
1323,2018,Amazonas,Masculino,Abril,0,04,2018-04-01
1324,2018,Amazonas,Masculino,Maio,2,05,2018-05-01
1325,2018,Amazonas,Masculino,Junho,2,06,2018-06-01
1326,2018,Amazonas,Masculino,Julho,0,07,2018-07-01
1327,2018,Amazonas,Masculino,Agosto,0,08,2018-08-01
1328,2018,Amazonas,Masculino,Setembro,0,09,2018-09-01
1329,2018,Amazonas,Masculino,Outubro,2,10,2018-10-01
1330,2018,Amazonas,Masculino,Novembro,4,11,2018-11-01
1331,2018,Amazonas,Masculino,Dezembro,5,12,2018-12-01
1332,2018,Roraima,Masculino,Janeiro,0,01,2018-01-01
1333,2018,Roraima,Masculino,Fevereiro,0,02,2018-02-01
1334,2018,Roraima,Masculino,Março,0,03,2018-03-01
1335,2018,Roraima,Masculino,Abril,0,04,2018-04-01
1336,2018,Roraima,Masculino,Maio,0,05,2018-05-01
1337,2018,Roraima,Masculino,Junho,0,06,2018-06-01
1338,2018,Roraima,Masculino,Julho,0,07,2018-07-01
1339,2018,Roraima,Masculino,Agosto,0,08,2018-08-01
1340,2018,Roraima,Masculino,Setembro,1,09,2018-09-01
1341,2018,Roraima,Masculino,Outubro,0,10,2018-10-01
1342,2018,Roraima,Masculino,Novembro,0,11,2018-11-01
1343,2018,Roraima,Masculino,Dezembro,0,12,2018-12-01
1344,2018,Pará,Masculino,Janeiro,2,01,2018-01-01
1345,2018,Pará,Masculino,Fevereiro,1,02,2018-02-01
1346,2018,Pará,Masculino,Março,3,03,2018-03-01
1347,2018,Pará,Masculino,Abril,0,04,2018-04-01
1348,2018,Pará,Masculino,Maio,2,05,2018-05-01
1349,2018,Pará,Masculino,Junho,1,06,2018-06-01
1350,2018,Pará,Masculino,Julho,9,07,2018-07-01
1351,2018,Pará,Masculino,Agosto,3,08,2018-08-01
1352,2018,Pará,Masculino,Setembro,6,09,2018-09-01
1353,2018,Pará,Masculino,Outubro,7,10,2018-10-01
1354,2018,Pará,Masculino,Novembro,16,11,2018-11-01
1355,2018,Pará,Masculino,Dezembro,39,12,2018-12-01
1356,2018,Amapá,Masculino,Janeiro,0,01,2018-01-01
1357,2018,Amapá,Masculino,Fevereiro,0,02,2018-02-01
1358,2018,Amapá,Masculino,Março,0,03,2018-03-01
1359,2018,Amapá,Masculino,Abril,0,04,2018-04-01
1360,2018,Amapá,Masculino,Maio,0,05,2018-05-01
1361,2018,Amapá,Masculino,Junho,0,06,2018-06-01
1362,2018,Amapá,Masculino,Julho,0,07,2018-07-01
1363,2018,Amapá,Masculino,Agosto,0,08,2018-08-01
1364,2018,Amapá,Masculino,Setembro,0,09,2018-09-01
1365,2018,Amapá,Masculino,Outubro,0,10,2018-10-01
1366,2018,Amapá,Masculino,Novembro,1,11,2018-11-01
1367,2018,Amapá,Masculino,Dezembro,0,12,2018-12-01
1368,2018,Tocantins,Masculino,Janeiro,0,01,2018-01-01
1369,2018,Tocantins,Masculino,Fevereiro,1,02,2018-02-01
1370,2018,Tocantins,Masculino,Março,0,03,2018-03-01
1371,2018,Tocantins,Masculino,Abril,0,04,2018-04-01
1372,2018,Tocantins,Masculino,Maio,0,05,2018-05-01
1373,2018,Tocantins,Masculino,Junho,4,06,2018-06-01
1374,2018,Tocantins,Masculino,Julho,0,07,2018-07-01
1375,2018,Tocantins,Masculino,Agosto,0,08,2018-08-01
1376,2018,Tocantins,Masculino,Setembro,0,09,2018-09-01
1377,2018,Tocantins,Masculino,Outubro,0,10,2018-10-01
1378,2018,Tocantins,Masculino,Novembro,1,11,2018-11-01
1379,2018,Tocantins,Masculino,Dezembro,1,12,2018-12-01
1380,2018,Maranhão,Masculino,Janeiro,2,01,2018-01-01
1381,2018,Maranhão,Masculino,Fevereiro,1,02,2018-02-01
1382,2018,Maranhão,Masculino,Março,1,03,2018-03-01
1383,2018,Maranhão,Masculino,Abril,0,04,2018-04-01
1384,2018,Maranhão,Masculino,Maio,1,05,2018-05-01
1385,2018,Maranhão,Masculino,Junho,0,06,2018-06-01
1386,2018,Maranhão,Masculino,Julho,0,07,2018-07-01
1387,2018,Maranhão,Masculino,Agosto,0,08,2018-08-01
1388,2018,Maranhão,Masculino,Setembro,0,09,2018-09-01
1389,2018,Maranhão,Masculino,Outubro,3,10,2018-10-01
1390,2018,Maranhão,Masculino,Novembro,1,11,2018-11-01
1391,2018,Maranhão,Masculino,Dezembro,3,12,2018-12-01
1392,2018,Piauí,Masculino,Janeiro,1,01,2018-01-01
1393,2018,Piauí,Masculino,Fevereiro,0,02,2018-02-01
1394,2018,Piauí,Masculino,Março,2,03,2018-03-01
1395,2018,Piauí,Masculino,Abril,1,04,2018-04-01
1396,2018,Piauí,Masculino,Maio,0,05,2018-05-01
1397,2018,Piauí,Masculino,Junho,0,06,2018-06-01
1398,2018,Piauí,Masculino,Julho,0,07,2018-07-01
1399,2018,Piauí,Masculino,Agosto,0,08,2018-08-01
1400,2018,Piauí,Masculino,Setembro,2,09,2018-09-01
1401,2018,Piauí,Masculino,Outubro,1,10,2018-10-01
1402,2018,Piauí,Masculino,Novembro,1,11,2018-11-01
1403,2018,Piauí,Masculino,Dezembro,9,12,2018-12-01
1404,2018,Ceará,Masculino,Janeiro,8,01,2018-01-01
1405,2018,Ceará,Masculino,Fevereiro,8,02,2018-02-01
1406,2018,Ceará,Masculino,Março,5,03,2018-03-01
1407,2018,Ceará,Masculino,Abril,2,04,2018-04-01
1408,2018,Ceará,Masculino,Maio,4,05,2018-05-01
1409,2018,Ceará,Masculino,Junho,5,06,2018-06-01
1410,2018,Ceará,Masculino,Julho,6,07,2018-07-01
1411,2018,Ceará,Masculino,Agosto,8,08,2018-08-01
1412,2018,Ceará,Masculino,Setembro,10,09,2018-09-01
1413,2018,Ceará,Masculino,Outubro,11,10,2018-10-01
1414,2018,Ceará,Masculino,Novembro,16,11,2018-11-01
1415,2018,Ceará,Masculino,Dezembro,35,12,2018-12-01
1416,2018,Rio Grande do Norte,Masculino,Janeiro,0,01,2018-01-01
1417,2018,Rio Grande do Norte,Masculino,Fevereiro,2,02,2018-02-01
1418,2018,Rio Grande do Norte,Masculino,Março,1,03,2018-03-01
1419,2018,Rio Grande do Norte,Masculino,Abril,1,04,2018-04-01
1420,2018,Rio Grande do Norte,Masculino,Maio,3,05,2018-05-01
1421,2018,Rio Grande do Norte,Masculino,Junho,2,06,2018-06-01
1422,2018,Rio Grande do Norte,Masculino,Julho,2,07,2018-07-01
1423,2018,Rio Grande do Norte,Masculino,Agosto,4,08,2018-08-01
1424,2018,Rio Grande do Norte,Masculino,Setembro,3,09,2018-09-01
1425,2018,Rio Grande do Norte,Masculino,Outubro,2,10,2018-10-01
1426,2018,Rio Grande do Norte,Masculino,Novembro,6,11,2018-11-01
1427,2018,Rio Grande do Norte,Masculino,Dezembro,19,12,2018-12-01
1428,2018,Paraíba,Masculino,Janeiro,1,01,2018-01-01
1429,2018,Paraíba,Masculino,Fevereiro,3,02,2018-02-01
1430,2018,Paraíba,Masculino,Março,3,03,2018-03-01
1431,2018,Paraíba,Masculino,Abril,2,04,2018-04-01
1432,2018,Paraíba,Masculino,Maio,1,05,2018-05-01
1433,2018,Paraíba,Masculino,Junho,2,06,2018-06-01
1434,2018,Paraíba,Masculino,Julho,4,07,2018-07-01
1435,2018,Paraíba,Masculino,Agosto,1,08,2018-08-01
1436,2018,Paraíba,Masculino,Setembro,1,09,2018-09-01
1437,2018,Paraíba,Masculino,Outubro,2,10,2018-10-01
1438,2018,Paraíba,Masculino,Novembro,7,11,2018-11-01
1439,2018,Paraíba,Masculino,Dezembro,14,12,2018-12-01
1440,2018,Pernambuco,Masculino,Janeiro,6,01,2018-01-01
1441,2018,Pernambuco,Masculino,Fevereiro,5,02,2018-02-01
1442,2018,Pernambuco,Masculino,Março,8,03,2018-03-01
1443,2018,Pernambuco,Masculino,Abril,7,04,2018-04-01
1444,2018,Pernambuco,Masculino,Maio,2,05,2018-05-01
1445,2018,Pernambuco,Masculino,Junho,6,06,2018-06-01
1446,2018,Pernambuco,Masculino,Julho,6,07,2018-07-01
1447,2018,Pernambuco,Masculino,Agosto,5,08,2018-08-01
1448,2018,Pernambuco,Masculino,Setembro,9,09,2018-09-01
1449,2018,Pernambuco,Masculino,Outubro,11,10,2018-10-01
1450,2018,Pernambuco,Masculino,Novembro,13,11,2018-11-01
1451,2018,Pernambuco,Masculino,Dezembro,53,12,2018-12-01
1452,2018,Alagoas,Masculino,Janeiro,1,01,2018-01-01
1453,2018,Alagoas,Masculino,Fevereiro,1,02,2018-02-01
1454,2018,Alagoas,Masculino,Março,2,03,2018-03-01
1455,2018,Alagoas,Masculino,Abril,3,04,2018-04-01
1456,2018,Alagoas,Masculino,Maio,1,05,2018-05-01
1457,2018,Alagoas,Masculino,Junho,2,06,2018-06-01
1458,2018,Alagoas,Masculino,Julho,2,07,2018-07-01
1459,2018,Alagoas,Masculino,Agosto,2,08,2018-08-01
1460,2018,Alagoas,Masculino,Setembro,1,09,2018-09-01
1461,2018,Alagoas,Masculino,Outubro,1,10,2018-10-01
1462,2018,Alagoas,Masculino,Novembro,5,11,2018-11-01
1463,2018,Alagoas,Masculino,Dezembro,18,12,2018-12-01
1464,2018,Sergipe,Masculino,Janeiro,0,01,2018-01-01
1465,2018,Sergipe,Masculino,Fevereiro,2,02,2018-02-01
1466,2018,Sergipe,Masculino,Março,0,03,2018-03-01
1467,2018,Sergipe,Masculino,Abril,0,04,2018-04-01
1468,2018,Sergipe,Masculino,Maio,2,05,2018-05-01
1469,2018,Sergipe,Masculino,Junho,1,06,2018-06-01
1470,2018,Sergipe,Masculino,Julho,1,07,2018-07-01
1471,2018,Sergipe,Masculino,Agosto,1,08,2018-08-01
1472,2018,Sergipe,Masculino,Setembro,0,09,2018-09-01
1473,2018,Sergipe,Masculino,Outubro,2,10,2018-10-01
1474,2018,Sergipe,Masculino,Novembro,3,11,2018-11-01
1475,2018,Sergipe,Masculino,Dezembro,8,12,2018-12-01
1476,2018,Bahia,Masculino,Janeiro,3,01,2018-01-01
1477,2018,Bahia,Masculino,Fevereiro,9,02,2018-02-01
1478,2018,Bahia,Masculino,Março,10,03,2018-03-01
1479,2018,Bahia,Masculino,Abril,8,04,2018-04-01
1480,2018,Bahia,Masculino,Maio,5,05,2018-05-01
1481,2018,Bahia,Masculino,Junho,15,06,2018-06-01
1482,2018,Bahia,Masculino,Julho,7,07,2018-07-01
1483,2018,Bahia,Masculino,Agosto,11,08,2018-08-01
1484,2018,Bahia,Masculino,Setembro,8,09,2018-09-01
1485,2018,Bahia,Masculino,Outubro,5,10,2018-10-01
1486,2018,Bahia,Masculino,Novembro,14,11,2018-11-01
1487,2018,Bahia,Masculino,Dezembro,23,12,2018-12-01
1488,2018,Minas Gerais,Masculino,Janeiro,11,01,2018-01-01
1489,2018,Minas Gerais,Masculino,Fevereiro,21,02,2018-02-01
1490,2018,Minas Gerais,Masculino,Março,26,03,2018-03-01
1491,2018,Minas Gerais,Masculino,Abril,17,04,2018-04-01
1492,2018,Minas Gerais,Masculino,Maio,22,05,2018-05-01
1493,2018,Minas Gerais,Masculino,Junho,16,06,2018-06-01
1494,2018,Minas Gerais,Masculino,Julho,20,07,2018-07-01
1495,2018,Minas Gerais,Masculino,Agosto,19,08,2018-08-01
1496,2018,Minas Gerais,Masculino,Setembro,32,09,2018-09-01
1497,2018,Minas Gerais,Masculino,Outubro,22,10,2018-10-01
1498,2018,Minas Gerais,Masculino,Novembro,23,11,2018-11-01
1499,2018,Minas Gerais,Masculino,Dezembro,96,12,2018-12-01
1500,2018,Espírito Santo,Masculino,Janeiro,2,01,2018-01-01
1501,2018,Espírito Santo,Masculino,Fevereiro,7,02,2018-02-01
1502,2018,Espírito Santo,Masculino,Março,3,03,2018-03-01
1503,2018,Espírito Santo,Masculino,Abril,2,04,2018-04-01
1504,2018,Espírito Santo,Masculino,Maio,6,05,2018-05-01
1505,2018,Espírito Santo,Masculino,Junho,2,06,2018-06-01
1506,2018,Espírito Santo,Masculino,Julho,4,07,2018-07-01
1507,2018,Espírito Santo,Masculino,Agosto,6,08,2018-08-01
1508,2018,Espírito Santo,Masculino,Setembro,4,09,2018-09-01
1509,2018,Espírito Santo,Masculino,Outubro,4,10,2018-10-01
1510,2018,Espírito Santo,Masculino,Novembro,11,11,2018-11-01
1511,2018,Espírito Santo,Masculino,Dezembro,15,12,2018-12-01
1512,2018,Rio de Janeiro,Masculino,Janeiro,20,01,2018-01-01
1513,2018,Rio de Janeiro,Masculino,Fevereiro,27,02,2018-02-01
1514,2018,Rio de Janeiro,Masculino,Março,21,03,2018-03-01
1515,2018,Rio de Janeiro,Masculino,Abril,17,04,2018-04-01
1516,2018,Rio de Janeiro,Masculino,Maio,22,05,2018-05-01
1517,2018,Rio de Janeiro,Masculino,Junho,20,06,2018-06-01
1518,2018,Rio de Janeiro,Masculino,Julho,26,07,2018-07-01
1519,2018,Rio de Janeiro,Masculino,Agosto,24,08,2018-08-01
1520,2018,Rio de Janeiro,Masculino,Setembro,20,09,2018-09-01
1521,2018,Rio de Janeiro,Masculino,Outubro,32,10,2018-10-01
1522,2018,Rio de Janeiro,Masculino,Novembro,28,11,2018-11-01
1523,2018,Rio de Janeiro,Masculino,Dezembro,60,12,2018-12-01
1524,2018,São Paulo,Masculino,Janeiro,96,01,2018-01-01
1525,2018,São Paulo,Masculino,Fevereiro,91,02,2018-02-01
1526,2018,São Paulo,Masculino,Março,101,03,2018-03-01
1527,2018,São Paulo,Masculino,Abril,78,04,2018-04-01
1528,2018,São Paulo,Masculino,Maio,94,05,2018-05-01
1529,2018,São Paulo,Masculino,Junho,113,06,2018-06-01
1530,2018,São Paulo,Masculino,Julho,96,07,2018-07-01
1531,2018,São Paulo,Masculino,Agosto,65,08,2018-08-01
1532,2018,São Paulo,Masculino,Setembro,102,09,2018-09-01
1533,2018,São Paulo,Masculino,Outubro,111,10,2018-10-01
1534,2018,São Paulo,Masculino,Novembro,167,11,2018-11-01
1535,2018,São Paulo,Masculino,Dezembro,541,12,2018-12-01
1536,2018,Paraná,Masculino,Janeiro,7,01,2018-01-01
1537,2018,Paraná,Masculino,Fevereiro,6,02,2018-02-01
1538,2018,Paraná,Masculino,Março,13,03,2018-03-01
1539,2018,Paraná,Masculino,Abril,11,04,2018-04-01
1540,2018,Paraná,Masculino,Maio,11,05,2018-05-01
1541,2018,Paraná,Masculino,Junho,10,06,2018-06-01
1542,2018,Paraná,Masculino,Julho,11,07,2018-07-01
1543,2018,Paraná,Masculino,Agosto,14,08,2018-08-01
1544,2018,Paraná,Masculino,Setembro,16,09,2018-09-01
1545,2018,Paraná,Masculino,Outubro,4,10,2018-10-01
1546,2018,Paraná,Masculino,Novembro,17,11,2018-11-01
1547,2018,Paraná,Masculino,Dezembro,55,12,2018-12-01
1548,2018,Santa Catarina,Masculino,Janeiro,9,01,2018-01-01
1549,2018,Santa Catarina,Masculino,Fevereiro,14,02,2018-02-01
1550,2018,Santa Catarina,Masculino,Março,19,03,2018-03-01
1551,2018,Santa Catarina,Masculino,Abril,15,04,2018-04-01
1552,2018,Santa Catarina,Masculino,Maio,17,05,2018-05-01
1553,2018,Santa Catarina,Masculino,Junho,17,06,2018-06-01
1554,2018,Santa Catarina,Masculino,Julho,21,07,2018-07-01
1555,2018,Santa Catarina,Masculino,Agosto,18,08,2018-08-01
1556,2018,Santa Catarina,Masculino,Setembro,16,09,2018-09-01
1557,2018,Santa Catarina,Masculino,Outubro,18,10,2018-10-01
1558,2018,Santa Catarina,Masculino,Novembro,22,11,2018-11-01
1559,2018,Santa Catarina,Masculino,Dezembro,43,12,2018-12-01
1560,2018,Rio Grande do Sul,Masculino,Janeiro,11,01,2018-01-01
1561,2018,Rio Grande do Sul,Masculino,Fevereiro,8,02,2018-02-01
1562,2018,Rio Grande do Sul,Masculino,Março,10,03,2018-03-01
1563,2018,Rio Grande do Sul,Masculino,Abril,6,04,2018-04-01
1564,2018,Rio Grande do Sul,Masculino,Maio,13,05,2018-05-01
1565,2018,Rio Grande do Sul,Masculino,Junho,10,06,2018-06-01
1566,2018,Rio Grande do Sul,Masculino,Julho,13,07,2018-07-01
1567,2018,Rio Grande do Sul,Masculino,Agosto,15,08,2018-08-01
1568,2018,Rio Grande do Sul,Masculino,Setembro,13,09,2018-09-01
1569,2018,Rio Grande do Sul,Masculino,Outubro,3,10,2018-10-01
1570,2018,Rio Grande do Sul,Masculino,Novembro,20,11,2018-11-01
1571,2018,Rio Grande do Sul,Masculino,Dezembro,89,12,2018-12-01
1572,2018,Mato Grosso do Sul,Masculino,Janeiro,1,01,2018-01-01
1573,2018,Mato Grosso do Sul,Masculino,Fevereiro,2,02,2018-02-01
1574,2018,Mato Grosso do Sul,Masculino,Março,3,03,2018-03-01
1575,2018,Mato Grosso do Sul,Masculino,Abril,7,04,2018-04-01
1576,2018,Mato Grosso do Sul,Masculino,Maio,5,05,2018-05-01
1577,2018,Mato Grosso do Sul,Masculino,Junho,4,06,2018-06-01
1578,2018,Mato Grosso do Sul,Masculino,Julho,1,07,2018-07-01
1579,2018,Mato Grosso do Sul,Masculino,Agosto,5,08,2018-08-01
1580,2018,Mato Grosso do Sul,Masculino,Setembro,3,09,2018-09-01
1581,2018,Mato Grosso do Sul,Masculino,Outubro,7,10,2018-10-01
1582,2018,Mato Grosso do Sul,Masculino,Novembro,10,11,2018-11-01
1583,2018,Mato Grosso do Sul,Masculino,Dezembro,8,12,2018-12-01
1584,2018,Mato Grosso,Masculino,Janeiro,1,01,2018-01-01
1585,2018,Mato Grosso,Masculino,Fevereiro,2,02,2018-02-01
1586,2018,Mato Grosso,Masculino,Março,0,03,2018-03-01
1587,2018,Mato Grosso,Masculino,Abril,2,04,2018-04-01
1588,2018,Mato Grosso,Masculino,Maio,0,05,2018-05-01
1589,2018,Mato Grosso,Masculino,Junho,0,06,2018-06-01
1590,2018,Mato Grosso,Masculino,Julho,1,07,2018-07-01
1591,2018,Mato Grosso,Masculino,Agosto,1,08,2018-08-01
1592,2018,Mato Grosso,Masculino,Setembro,2,09,2018-09-01
1593,2018,Mato Grosso,Masculino,Outubro,3,10,2018-10-01
1594,2018,Mato Grosso,Masculino,Novembro,0,11,2018-11-01
1595,2018,Mato Grosso,Masculino,Dezembro,3,12,2018-12-01
1596,2018,Goiás,Masculino,Janeiro,5,01,2018-01-01
1597,2018,Goiás,Masculino,Fevereiro,9,02,2018-02-01
1598,2018,Goiás,Masculino,Março,15,03,2018-03-01
1599,2018,Goiás,Masculino,Abril,12,04,2018-04-01
1600,2018,Goiás,Masculino,Maio,5,05,2018-05-01
1601,2018,Goiás,Masculino,Junho,9,06,2018-06-01
1602,2018,Goiás,Masculino,Julho,8,07,2018-07-01
1603,2018,Goiás,Masculino,Agosto,6,08,2018-08-01
1604,2018,Goiás,Masculino,Setembro,10,09,2018-09-01
1605,2018,Goiás,Masculino,Outubro,3,10,2018-10-01
1606,2018,Goiás,Masculino,Novembro,11,11,2018-11-01
1607,2018,Goiás,Masculino,Dezembro,9,12,2018-12-01
1608,2018,Distrito Federal,Masculino,Janeiro,6,01,2018-01-01
1609,2018,Distrito Federal,Masculino,Fevereiro,5,02,2018-02-01
1610,2018,Distrito Federal,Masculino,Março,10,03,2018-03-01
1611,2018,Distrito Federal,Masculino,Abril,9,04,2018-04-01
1612,2018,Distrito Federal,Masculino,Maio,10,05,2018-05-01
1613,2018,Distrito Federal,Masculino,Junho,8,06,2018-06-01
1614,2018,Distrito Federal,Masculino,Julho,7,07,2018-07-01
1615,2018,Distrito Federal,Masculino,Agosto,13,08,2018-08-01
1616,2018,Distrito Federal,Masculino,Setembro,8,09,2018-09-01
1617,2018,Distrito Federal,Masculino,Outubro,9,10,2018-10-01
1618,2018,Distrito Federal,Masculino,Novembro,10,11,2018-11-01
